"website";"flightno";"depsched";"depact";"depgate";"arrivalsched";"arrivalact";"arrivalgat"
"airtravelcenter";"UA-5584-LAX-SAT";2011-12-01 12:53:00;;;2011-12-01 17:37:00;;
"airtravelcenter";"AA-1397-DCA-DFW";;2011-12-01 11:45:00;;;2011-12-01 13:37:00;
"airtravelcenter";"CO-4888-IAH-DAL";;2011-12-01 17:38:00;;;2011-12-01 18:19:00;
"airtravelcenter";"UA-2487-ORD-CLT";;2011-12-01 16:18:00;;;2011-12-01 18:47:00;
"airtravelcenter";"AA-645-MIA-STT";;2011-12-01 10:26:00;;;2011-12-01 13:39:00;
"airtravelcenter";"AA-1710-LAS-DFW";;2011-12-01 14:54:00;;;2011-12-01 19:03:00;
"airtravelcenter";"AA-4010-CLT-ORD";;2011-12-01 18:07:00;;;2011-12-01 18:49:00;
"airtravelcenter";"CO-1031-IAH-DFW";2011-12-01 15:35:00;;;2011-12-01 16:49:00;;
"airtravelcenter";"UA-555-SFO-YYZ";;2011-12-01 14:06:00;;;2011-12-01 21:37:00;
"airtravelcenter";"AA-3063-LAX-SBA";;2011-12-01 22:13:00;;;2011-12-01 22:35:00;
"airtravelcenter";"UA-447-PHL-SFO";;2011-12-01 18:40:00;;;2011-12-01 21:39:00;
"airtravelcenter";"UA-729-LAX-SFO";;2011-12-01 15:36:00;;;2011-12-01 16:30:00;
"airtravelcenter";"CO-1099-EWR-ORD";2011-12-01 07:00:00;;;2011-12-01 08:36:00;;
"airtravelcenter";"UA-248-PHX-ORD";;2011-12-01 13:09:00;;;2011-12-01 16:52:00;
"airtravelcenter";"UA-248-PHX-ORD";;2011-12-01 13:43:00;;;2011-12-01 17:24:00;
"airtravelcenter";"UA-1676-IAH-PHL";2011-12-01 15:55:00;;;2011-12-01 20:13:00;;
"airtravelcenter";"CO-56-MCO-EWR";2011-12-01 13:15:00;;;2011-12-01 15:58:00;;
"airtravelcenter";"UA-1589-MFE-IAH";2011-12-01 08:02:00;;;2011-12-01 09:19:00;;
"airtravelcenter";"UA-46-LAX-IAH";2011-12-01 12:30:00;;;2011-12-01 17:44:00;;
"airtravelcenter";"UA-541-GRR-ORD";;2011-12-01 08:15:00;;;2011-12-01 07:45:00;
"airtravelcenter";"AA-2050-ORD-MIA";;2011-12-01 11:06:00;;;2011-12-01 14:39:00;
"airtravelcenter";"UA-5487-MRY-SFO";;2011-12-01 11:45:00;;;2011-12-01 12:04:00;
"airtravelcenter";"AA-1974-SFO-LAX";;2011-12-01 09:23:00;;;2011-12-01 10:23:00;
"airtravelcenter";"AA-2328-DFW-ORD";;2011-12-01 07:45:00;;;2011-12-01 09:32:00;
"airtravelcenter";"AA-3750-MSP-ORD";;2011-12-01 20:25:00;;;2011-12-01 21:20:00;
"airtravelcenter";"AA-3836-ORD-PHL";;2011-12-01 09:33:00;;;2011-12-01 12:01:00;
"airtravelcenter";"CO-1120-EWR-IAH";2011-12-01 12:00:00;;;2011-12-01 15:04:00;;
"airtravelcenter";"CO-1202-IAH-BOS";2011-12-01 15:50:00;;;2011-12-01 20:34:00;;
"airtravelcenter";"UA-482-SFO-DEN";;2011-12-01 19:18:00;;;2011-12-01 22:35:00;
"airtravelcenter";"UA-4665-GRR-IAH";2011-12-01 14:40:00;;;2011-12-01 16:40:00;;
"airtravelcenter";"UA-1196-IAH-LGA";2011-12-01 10:40:00;;;2011-12-01 15:07:00;;
"airtravelcenter";"AA-3752-ORD-CLE";;2011-12-01 21:59:00;;;2011-12-01 23:37:00;
"airtravelcenter";"UA-1083-SNA-IAH";2011-12-01 08:48:00;;;2011-12-01 13:55:00;;
"airtravelcenter";"AA-2098-SEA-ORD";;2011-12-01 08:49:00;;;2011-12-01 14:20:00;
"airtravelcenter";"UA-2859-MSP-PHL";;2011-12-01 07:18:00;;;2011-12-01 10:22:00;
"airtravelcenter";"AA-2513-DFW-DEN";;2011-12-01 20:40:00;;;2011-12-01 21:23:00;
"airtravelcenter";"UA-6344-LAX-SAN";2011-12-01 22:59:00;;;2011-12-01 23:51:00;;
"airtravelcenter";"AA-1125-MSP-DFW";;2011-12-01 09:07:00;;;2011-12-01 11:18:00;
"airtravelcenter";"AA-1455-ORD-LAX";;2011-12-01 15:13:00;;;2011-12-01 17:27:00;
"airtravelcenter";"CO-62-IAH-EWR";2011-12-01 14:30:00;;;2011-12-01 19:03:00;;
"airtravelcenter";"AA-59-JFK-SFO";;2011-12-01 07:40:00;;;2011-12-01 10:52:00;
"airtravelcenter";"UA-1099-EWR-ORD";2011-12-01 07:00:00;;;2011-12-01 08:36:00;;
"airtravelcenter";"UA-2527-CLT-MCI";;2011-12-01 20:24:00;;;2011-12-01 21:20:00;
"airtravelcenter";"CO-1173-IAH-DEN";2011-12-01 08:45:00;;;2011-12-01 10:18:00;;
"airtravelcenter";"AA-1106-DFW-OKC";;2011-12-01 21:28:00;;;2011-12-01 22:02:00;
"airtravelcenter";"AA-557-MIA-STT";;2011-12-01 12:10:00;;;2011-12-01 15:17:00;
"airtravelcenter";"UA-2487-CLT-FLL";;2011-12-01 20:19:00;;;2011-12-01 22:05:00;
"airtravelcenter";"UA-1027-IAH-CLE";;2011-12-01 15:55:00;;;2011-12-01 19:07:00;
"airtravelcenter";"CO-50-CLE-EWR";2011-12-01 14:55:00;;;2011-12-01 16:49:00;;
"airtravelcenter";"CO-1283-EWR-PDX";2011-12-01 19:15:00;;;2011-12-01 22:33:00;;
"airtravelcenter";"AA-4195-ORD-MEM";;2011-12-01 22:24:00;;;2011-12-01 23:56:00;
"airtravelcenter";"AA-3808-LAX-PHX";;2011-12-01 22:46:00;;;2011-12-02 00:42:00;
"airtravelcenter";"UA-1220-EWR-DFW";2011-12-01 15:29:00;;;2011-12-01 18:34:00;;
"airtravelcenter";"CO-1144-FLL-EWR";2011-12-01 16:50:00;;;2011-12-01 19:56:00;;
"airtravelcenter";"UA-4658-IAH-BHM";2011-12-01 18:10:00;;;2011-12-01 19:48:00;;
"airtravelcenter";"UA-432-ORD-CLT";;2011-12-01 13:20:00;;;2011-12-01 15:39:00;
"airtravelcenter";"AA-2493-DFW-LAX";;2011-12-01 21:50:00;;;2011-12-01 22:43:00;
"airtravelcenter";"AA-3535-MIA-CLT";;2011-12-01 14:21:00;;;2011-12-01 16:09:00;
"airtravelcenter";"AA-3823-LAX-DEN";;2011-12-01 21:06:00;;;2011-12-01 23:49:00;
"airtravelcenter";"AA-1472-DFW-ATL";;2011-12-01 11:43:00;;;2011-12-01 14:22:00;
"airtravelcenter";"UA-2901-CLT-EWR";;2011-12-01 11:35:00;;;2011-12-01 13:00:00;
"airtravelcenter";"UA-2465-ILM-CLT";;2011-12-01 11:17:00;;;2011-12-01 11:58:00;
"airtravelcenter";"AA-501-MIA-DEN";;2011-12-01 18:16:00;;;2011-12-01 20:11:00;
"airtravelcenter";"CO-51-EWR-CLE";2011-12-01 16:05:00;;;2011-12-01 17:45:00;;
"airtravelcenter";"UA-5710-IAD-CVG";2011-12-01 16:55:00;;;2011-12-01 18:30:00;;
"airtravelcenter";"UA-2688-MHT-PHL";;2011-12-01 07:12:00;;;2011-12-01 08:16:00;
"airtravelcenter";"AA-264-LAX-BOS";;2011-12-01 13:33:00;;;2011-12-01 21:03:00;
"airtravelcenter";"CO-1561-IAH-TPA";2011-12-01 13:10:00;;;2011-12-01 16:15:00;;
"airtravelcenter";"UA-854-IAH-LIM";;2011-12-01 15:30:00;;;2011-12-01 22:33:00;
"airtravelcenter";"AA-935-MIA-CCS";;2011-12-01 12:20:00;;;2011-12-01 15:28:00;
"airtravelcenter";"UA-870-SFO-JFK";;2011-12-01 13:04:00;;;2011-12-01 20:50:00;
"airtravelcenter";"CO-1008-IAH-LAX";2011-12-01 14:30:00;;;2011-12-01 16:10:00;;
"airtravelcenter";"UA-1004-IAH-LGA";2011-12-01 15:55:00;;;2011-12-01 20:24:00;;
"airtravelcenter";"CO-1272-IAH-AUS";2011-12-01 11:50:00;;;2011-12-01 12:53:00;;
"airtravelcenter";"CO-1459-IAH-LAS";2011-12-01 14:40:00;;;2011-12-01 16:05:00;;
"airtravelcenter";"UA-1202-IAH-BOS";2011-12-01 15:50:00;;;2011-12-01 20:34:00;;
"airtravelcenter";"AA-2957-DFW-CVG";;2011-12-01 08:04:00;;;2011-12-01 10:58:00;
"airtravelcenter";"AA-1929-SFO-LAX";;2011-12-01 07:11:00;;;2011-12-01 08:03:00;
"airtravelcenter";"AA-1373-MCO-DFW";;2011-12-01 09:25:00;;;2011-12-01 10:36:00;
"airtravelcenter";"UA-2419-CLT-ILM";;2011-12-01 09:35:00;;;2011-12-01 10:05:00;
"airtravelcenter";"UA-1008-IAH-LAX";2011-12-01 14:30:00;;;2011-12-01 16:10:00;;
"airtravelcenter";"AA-280-LAX-MIA";;2011-12-01 09:21:00;;;2011-12-01 16:30:00;
"airtravelcenter";"AA-3804-PHL-ORD";;2011-12-01 14:44:00;;;2011-12-01 15:36:00;
"airtravelcenter";"UA-2494-CLT-MCI";;2011-12-01 11:35:00;;;2011-12-01 12:35:00;
"airtravelcenter";"AA-1940-ORD-MIA";;2011-12-01 19:52:00;;;2011-12-01 23:16:00;
"airtravelcenter";"AA-3532-CLT-MIA";;2011-12-01 06:37:00;;;2011-12-01 08:04:00;
"airtravelcenter";"UA-664-ORD-PHL";;2011-12-01 13:48:00;;;2011-12-01 16:20:00;
"airtravelcenter";"AA-2385-DFW-IAH";;2011-12-01 07:12:00;;;2011-12-01 07:45:00;
"airtravelcenter";"UA-927-ALB-ORD";;2011-12-01 16:50:00;;;2011-12-01 17:49:00;
"airtravelcenter";"UA-503-BOS-SFO";;2011-12-01 18:28:00;;;2011-12-01 21:19:00;
"airtravelcenter";"UA-1009-ORD-IAH";2011-12-01 19:15:00;;;2011-12-01 21:55:00;;
"airtravelcenter";"UA-3750-ATL-ORD";2011-12-01 16:39:00;;;2011-12-01 17:42:00;;
"airtravelcenter";"AA-3534-CLT-MIA";;2011-12-01 10:49:00;;;2011-12-01 12:19:00;
"airtravelcenter";"UA-1153-SFO-IAH";2011-12-01 00:25:00;;;2011-12-01 05:55:00;;
"airtravelcenter";"UA-4888-OKC-IAH";;2011-12-01 15:21:00;;;2011-12-01 16:28:00;
"airtravelcenter";"AA-1442-SAN-ORD";;2011-12-01 09:44:00;;;2011-12-01 14:58:00;
"airtravelcenter";"UA-1421-IAH-MGA";;2011-12-01 18:41:00;;;2011-12-01 21:29:00;
"airtravelcenter";"CO-1703-LAX-EWR";2011-12-01 08:35:00;;;2011-12-01 16:55:00;;
"airtravelcenter";"CO-4218-EWR-MEM";2011-12-01 12:30:00;;;2011-12-01 14:20:00;;
"airtravelcenter";"AA-536-DFW-ATL";;2011-12-01 06:29:00;;;2011-12-01 09:10:00;
"airtravelcenter";"UA-416-LAX-JFK";;2011-12-01 12:07:00;;;2011-12-01 19:25:00;
"airtravelcenter";"AA-2495-DFW-LAX";;2011-12-01 22:30:00;;;2011-12-01 23:25:00;
"airtravelcenter";"AA-474-PHX-DFW";;2011-12-01 08:23:00;;;2011-12-01 11:16:00;
"airtravelcenter";"AA-145-BOS-LAX";;2011-12-01 17:24:00;;;2011-12-01 20:38:00;
"airtravelcenter";"UA-4893-EWR-DCA";;2011-12-01 10:11:00;;;2011-12-01 10:59:00;
"airtravelcenter";"UA-6102-DEN-IAH";2011-12-01 21:42:00;;;2011-12-02 00:57:00;;
"airtravelcenter";"AA-4192-CLT-ORD";;2011-12-01 14:38:00;;;2011-12-01 15:19:00;
"airtravelcenter";"UA-4375-EWR-ATL";2011-12-01 16:10:00;;;2011-12-01 18:37:00;;
"airtravelcenter";"UA-482-PDX-SFO";;2011-12-01 13:47:00;;;2011-12-01 14:57:00;
"airtravelcenter";"UA-6286-PSP-LAS";2011-12-01 12:51:00;;;2011-12-01 13:52:00;;
"airtravelcenter";"UA-952-PHX-IAD";;2011-12-01 10:05:00;;;2011-12-01 15:30:00;
"airtravelcenter";"AA-1811-MIA-IAH";;2011-12-01 23:13:00;;;2011-12-02 00:20:00;
"airtravelcenter";"UA-721-EWR-DEN";;2011-12-01 07:11:00;;;2011-12-01 09:05:00;
"airtravelcenter";"CO-1640-IAH-FLL";2011-12-01 13:30:00;;;2011-12-01 16:55:00;;
"airtravelcenter";"UA-2316-CLT-TPA";;2011-12-01 22:48:00;;;2011-12-02 00:06:00;
"airtravelcenter";"AA-277-MIA-LAX";;2011-12-01 17:38:00;;;2011-12-01 19:45:00;
"airtravelcenter";"AA-3830-ORD-IAH";;2011-12-01 12:39:00;;;2011-12-01 14:44:00;
"airtravelcenter";"UA-5915-IAD-PWM";2011-12-01 12:20:00;;;2011-12-01 13:50:00;;
"airtravelcenter";"UA-3769-IAD-ATL";;2011-12-01 17:42:00;;;2011-12-01 19:05:00;
"airtravelcenter";"AA-5026-ORD-CVG";;2011-12-01 17:51:00;;;2011-12-01 19:38:00;
"airtravelcenter";"UA-1722-EWR-LAS";2011-12-01 07:25:00;;;2011-12-01 10:08:00;;
"airtravelcenter";"UA-6273-YYC-SFO";;2011-12-01 07:41:00;;;2011-12-01 08:33:00;
"airtravelcenter";"AA-3880-ORD-IAH";2011-12-01 15:15:00;;;2011-12-01 18:00:00;;
"airtravelcenter";"UA-4903-EWR-ORF";;2011-12-01 21:47:00;;;2011-12-01 22:33:00;
"airtravelcenter";"UA-552-SFO-DEN";;2011-12-01 05:43:00;;;2011-12-01 08:51:00;
"airtravelcenter";"AA-1777-JFK-MCO";;2011-12-01 09:10:00;;;2011-12-01 11:27:00;
"airtravelcenter";"UA-421-SFO-HNL";;2011-12-01 10:56:00;;;2011-12-01 13:40:00;
"airtravelcenter";"AA-4198-ORD-CLE";;2011-12-01 10:55:00;;;2011-12-01 12:37:00;
"airtravelcenter";"UA-397-JFK-SFO";;2011-12-01 08:48:00;;;2011-12-01 11:30:00;
"airtravelcenter";"UA-6219-ABQ-DEN";2011-12-01 15:15:00;;;2011-12-01 16:31:00;;
"airtravelcenter";"UA-2607-PHX-CLT";;2011-12-01 16:23:00;;;2011-12-01 21:38:00;
"airtravelcenter";"AA-3533-MIA-CLT";;2011-12-01 22:39:00;;;2011-12-02 00:19:00;
"airtravelcenter";"UA-968-GEG-DEN";;2011-12-01 14:18:00;;;2011-12-01 17:17:00;
"airtravelcenter";"CO-1506-EWR-SFO";2011-12-01 07:39:00;;;2011-12-01 11:15:00;;
"airtravelcenter";"AA-1494-LAS-DFW";;2011-12-01 08:22:00;;;2011-12-01 12:34:00;
"airtravelcenter";"UA-6166-TVC-ORD";2011-12-01 15:33:00;;;2011-12-01 15:52:00;;
"airtravelcenter";"UA-41-FCO-EWR";2011-12-01 09:45:00;;;2011-12-01 13:48:00;;
"airtravelcenter";"AA-1063-BWI-DFW";;2011-12-01 07:27:00;;;2011-12-01 09:20:00;
"airtravelcenter";"UA-1153-IAH-TPA";2011-12-01 07:40:00;;;2011-12-01 10:48:00;;
"airtravelcenter";"CO-1033-IAH-SFO";2011-12-01 18:55:00;;;2011-12-01 21:21:00;;
"airtravelcenter";"UA-1157-TPA-EWR";2011-12-01 08:10:00;;;2011-12-01 10:49:00;;
"airtravelcenter";"UA-5935-DAY-IAD";2011-12-01 18:44:00;;;2011-12-01 20:05:00;;
"airtravelcenter";"UA-2721-IAH-PHX";;2011-12-01 08:21:00;;;2011-12-01 09:47:00;
"airtravelcenter";"UA-308-SFO-PIT";;2011-12-01 17:02:00;;;2011-12-02 00:16:00;
"airtravelcenter";"AA-75-IAD-LAX";;2011-12-01 18:03:00;;;2011-12-01 20:35:00;
"airtravelcenter";"AA-3833-ORD-ATL";;2011-12-01 12:04:00;;;2011-12-01 14:26:00;
"airtravelcenter";"UA-5688-ORD-GSO";2011-12-01 11:34:00;;;2011-12-01 14:15:00;;
"airtravelcenter";"UA-1231-IAH-PHX";2011-12-01 11:35:00;;;2011-12-01 13:30:00;;
"airtravelcenter";"CO-1218-EWR-DFW";2011-12-01 09:00:00;;;2011-12-01 12:18:00;;
"airtravelcenter";"AA-716-ORD-MCO";;2011-12-01 07:17:00;;;2011-12-01 10:26:00;
"airtravelcenter";"AA-3719-IAH-LAX";;2011-12-01 12:52:00;;;2011-12-01 14:04:00;
"airtravelcenter";"AA-3815-LAX-DEN";;2011-12-01 07:44:00;;;2011-12-01 10:40:00;
"airtravelcenter";"AA-2268-PHX-ORD";;2011-12-01 07:22:00;;;2011-12-01 11:04:00;
"airtravelcenter";"UA-314-SFO-JFK";;2011-12-01 16:11:00;;;2011-12-01 23:56:00;
"airtravelcenter";"AA-309-ORD-MCO";;2011-12-01 11:33:00;;;2011-12-01 14:43:00;
"airtravelcenter";"AA-2134-CCS-MIA";;2011-12-01 07:19:00;;;2011-12-01 09:58:00;
"airtravelcenter";"UA-750-LAX-DEN";;2011-12-01 16:40:00;;;2011-12-01 19:32:00;
"airtravelcenter";"CO-1401-IAH-BOS";2011-12-01 10:45:00;;;2011-12-01 15:25:00;;
"airtravelcenter";"UA-3039-PDX-PHX";;2011-12-01 08:50:00;;;2011-12-01 11:52:00;
"airtravelcenter";"AA-3505-MIA-CVG";;2011-12-01 09:09:00;;;2011-12-01 11:30:00;
"airtravelcenter";"CO-1250-MIA-IAH";2011-12-01 14:53:00;;;2011-12-01 16:48:00;;
"airtravelcenter";"UA-2933-PHX-FLL";;2011-12-01 10:37:00;;;2011-12-01 16:22:00;
"airtravelcenter";"UA-5516-FAT-LAX";2011-12-01 14:29:00;;;2011-12-01 15:39:00;;
"airtravelcenter";"UA-245-ORD-DEN";;2011-12-01 09:18:00;;;2011-12-01 10:30:00;
"airtravelcenter";"CO-1423-IAH-SEA";2011-12-01 14:45:00;;;2011-12-01 17:33:00;;
"airtravelcenter";"UA-4221-MEM-IAH";2011-12-01 16:28:00;;;2011-12-01 18:19:00;;
"airtravelcenter";"CO-1635-EWR-PHX";2011-12-01 16:30:00;;;2011-12-01 20:05:00;;
"airtravelcenter";"UA-2515-CLT-LGA";;2011-12-01 12:09:00;;;2011-12-01 13:24:00;
"airtravelcenter";"AA-942-SAP-MIA";;2011-12-01 15:08:00;;;2011-12-01 17:54:00;
"airtravelcenter";"AA-1221-MCO-ORD";;2011-12-01 20:23:00;;;2011-12-01 21:47:00;
"airtravelcenter";"AA-685-MIA-IAH";;2011-12-01 15:13:00;;;2011-12-01 16:38:00;
"airtravelcenter";"AA-3877-PHL-ORD";;2011-12-01 10:02:00;;;2011-12-01 10:52:00;
"airtravelcenter";"CO-1215-DTW-IAH";2011-12-01 08:15:00;;;2011-12-01 10:29:00;;
"airtravelcenter";"AA-4180-ORD-CLT";;2011-12-01 10:53:00;;;2011-12-01 13:16:00;
"airtravelcenter";"UA-4903-PIT-EWR";;2011-12-01 19:29:00;;;2011-12-01 20:20:00;
"airtravelcenter";"AA-271-MIA-LAX";;2011-12-01 11:52:00;;;2011-12-01 14:21:00;
"airtravelcenter";"UA-1529-CLT-EWR";2011-12-01 06:15:00;;;2011-12-01 08:09:00;;
"airtravelcenter";"UA-534-HNL-LAX";;2011-12-01 22:55:00;;;2011-12-02 05:36:00;
"airtravelcenter";"UA-3751-MIA-IAD";2011-12-01 11:35:00;;;2011-12-01 14:11:00;;
"airtravelcenter";"UA-5182-CVG-IAH";;2011-12-01 06:52:00;;;2011-12-01 07:56:00;
"airtravelcenter";"UA-2511-CLT-JAX";;2011-12-01 13:31:00;;;2011-12-01 14:24:00;
"airtravelcenter";"UA-685-LGA-ORD";;2011-12-01 15:44:00;;;2011-12-01 16:44:00;
"airtravelcenter";"AA-3716-ATL-ORD";;2011-12-01 15:51:00;;;2011-12-01 16:32:00;
"airtravelcenter";"CO-1089-IAH-MCO";2011-12-01 15:55:00;;;2011-12-01 19:12:00;;
"airtravelcenter";"CO-1220-EWR-DFW";2011-12-01 15:29:00;;;2011-12-01 18:34:00;;
"airtravelcenter";"UA-1250-IAH-SNA";2011-12-01 17:35:00;;;2011-12-01 19:19:00;;
"airtravelcenter";"UA-656-ORD-ALB";;2011-12-01 13:40:00;;;2011-12-01 16:03:00;
"airtravelcenter";"AA-876-ORD-BOS";;2011-12-01 07:16:00;;;2011-12-01 10:05:00;
"airtravelcenter";"UA-1712-SJU-IAH";2011-12-01 17:20:00;;;2011-12-01 20:15:00;;
"airtravelcenter";"UA-3798-ATL-IAD";2011-12-01 06:00:00;;;2011-12-01 07:39:00;;
"airtravelcenter";"UA-658-DEN-IAD";;2011-12-01 19:45:00;;;2011-12-02 00:31:00;
"airtravelcenter";"CO-1500-ORD-IAH";2011-12-01 05:30:00;;;2011-12-01 08:15:00;;
"airtravelcenter";"UA-423-TPA-IAD";;2011-12-01 14:16:00;;;2011-12-01 16:11:00;
"airtravelcenter";"UA-320-SFO-LAX";;2011-12-01 09:48:00;;;2011-12-01 10:46:00;
"airtravelcenter";"UA-2359-BOS-LGA";;2011-12-01 06:14:00;;;2011-12-01 06:56:00;
"airtravelcenter";"UA-6121-AVP-ORD";2011-12-01 17:00:00;;;2011-12-01 18:20:00;;
"airtravelcenter";"UA-2477-CLT-IND";;2011-12-01 13:26:00;;;2011-12-01 14:32:00;
"airtravelcenter";"UA-3469-IAD-MSP";2011-12-01 17:00:00;;;2011-12-01 18:51:00;;
"airtravelcenter";"UA-6505-LMT-SFO";;2011-12-01 05:54:00;;;2011-12-01 06:55:00;
"airtravelcenter";"UA-3751-IAD-DTW";2011-12-01 16:59:00;;;2011-12-01 18:37:00;;
"airtravelcenter";"UA-967-IAD-LAX";;2011-12-01 16:54:00;;;2011-12-01 19:12:00;
"airtravelcenter";"UA-414-LAX-SFO";;2011-12-01 06:10:00;;;2011-12-01 07:04:00;
"airtravelcenter";"CO-4742-CLE-MSP";;2011-12-01 12:27:00;;;2011-12-01 13:17:00;
"airtravelcenter";"UA-3925-ORF-IAD";;2011-12-01 10:28:00;;;2011-12-01 11:01:00;
"airtravelcenter";"AA-3771-ORD-IAH";;2011-12-01 08:46:00;;;2011-12-01 10:49:00;
"airtravelcenter";"AA-272-SFO-MIA";;2011-12-01 21:22:00;;;2011-12-02 05:02:00;
"airtravelcenter";"UA-6152-MCI-ORD";2011-12-01 07:07:00;;;2011-12-01 08:35:00;;
"airtravelcenter";"AA-4209-CLE-ORD";;2011-12-01 19:06:00;;;2011-12-01 19:07:00;
"airtravelcenter";"CO-47-IAH-LAX";2011-12-01 19:10:00;;;2011-12-01 20:56:00;;
"airtravelcenter";"AA-3703-ORD-ATL";;2011-12-01 17:32:00;;;2011-12-01 19:57:00;
"airtravelcenter";"UA-1171-IAH-DCA";2011-12-01 16:05:00;;;2011-12-01 20:00:00;;
"airtravelcenter";"AA-244-LAX-MCO";;2011-12-01 09:28:00;;;2011-12-01 16:44:00;
"airtravelcenter";"CO-31-BOS-EWR";2011-12-01 19:15:00;;;2011-12-01 20:54:00;;
"airtravelcenter";"CO-40-LAX-EWR";2011-12-01 06:45:00;;;2011-12-01 15:05:00;;
"airtravelcenter";"AA-2419-DFW-LAX";;2011-12-01 11:01:00;;;2011-12-01 12:08:00;
"airtravelcenter";"CO-1026-MCO-IAH";2011-12-01 06:25:00;;;2011-12-01 08:00:00;;
"airtravelcenter";"UA-3373-IAD-PHL";;2011-12-01 08:37:00;;;2011-12-01 09:13:00;
"airtravelcenter";"AA-1412-MIA-JFK";;2011-12-01 21:02:00;;;2011-12-01 23:26:00;
"airtravelcenter";"AA-309-LGA-ORD";;2011-12-01 09:20:00;;;2011-12-01 10:20:00;
"airtravelcenter";"UA-1734-EWR-BOS";;2011-12-01 17:12:00;;;2011-12-01 17:52:00;
"airtravelcenter";"UA-1734-EWR-BOS";2011-12-01 17:00:00;;;2011-12-01 18:20:00;;
"airtravelcenter";"UA-2891-PHL-MCO";;2011-12-01 20:48:00;;;2011-12-01 22:34:00;
"airtravelcenter";"CO-1237-PHX-IAH";2011-12-01 05:50:00;;;2011-12-01 09:20:00;;
"airtravelcenter";"UA-2316-BDL-CLT";;2011-12-01 19:29:00;;;2011-12-01 21:09:00;
"airtravelcenter";"AA-2907-DFW-CVG";;2011-12-01 15:40:00;;;2011-12-01 18:25:00;
"airtravelcenter";"CO-17-EWR-LAX";2011-12-01 13:10:00;;;2011-12-01 16:16:00;;
"airtravelcenter";"UA-1006-IAH-ORD";2011-12-01 07:15:00;;;2011-12-01 09:48:00;;
"airtravelcenter";"UA-938-ORD-LHR";;2011-12-01 21:56:00;;;2011-12-02 10:24:00;
"airtravelcenter";"AA-3564-MIA-CLT";;2011-12-01 08:04:00;;;2011-12-01 09:56:00;
"airtravelcenter";"AA-4388-ORD-DTW";;2011-12-01 16:34:00;;;2011-12-01 18:16:00;
"airtravelcenter";"AA-4366-ORD-CVG";;2011-12-01 18:56:00;;;2011-12-01 20:42:00;
"airtravelcenter";"AA-2525-DFW-MIA";;2011-12-01 07:39:00;;;2011-12-01 10:43:00;
"airtravelcenter";"UA-1141-PHX-IAH";2011-12-01 11:25:00;;;2011-12-01 15:00:00;;
"airtravelcenter";"CO-1201-ATL-IAH";2011-12-01 06:45:00;;;2011-12-01 08:11:00;;
"airtravelcenter";"CO-4221-MEM-IAH";2011-12-01 16:28:00;;;2011-12-01 18:19:00;;
"airtravelcenter";"AA-1682-ORD-MIA";;2011-12-01 14:13:00;;;2011-12-01 17:45:00;
"airtravelcenter";"AA-1011-MIA-GCM";;2011-12-01 19:29:00;;;2011-12-01 20:34:00;
"airtravelcenter";"CO-106-IAH-EWR";2011-12-01 10:45:00;;;2011-12-01 15:17:00;;
"airtravelcenter";"AA-2463-DFW-LAX";;2011-12-01 17:17:00;;;2011-12-01 18:07:00;
"airtravelcenter";"UA-770-SFO-BOS";;2011-12-01 22:50:00;;;2011-12-02 06:43:00;
"airtravelcenter";"UA-6273-SFO-SLC";2011-12-01 13:39:00;;;2011-12-01 16:27:00;;
"airtravelcenter";"UA-419-IAD-MCO";;2011-12-01 18:02:00;;;2011-12-01 19:51:00;
"airtravelcenter";"UA-2633-CLT-TPA";;2011-12-01 20:32:00;;;2011-12-01 21:44:00;
"airtravelcenter";"AA-1445-ATL-DFW";;2011-12-01 11:08:00;;;2011-12-01 11:51:00;
"airtravelcenter";"AA-3717-IAH-ORD";;2011-12-01 18:57:00;;;2011-12-01 20:54:00;
"airtravelcenter";"UA-4367-CLE-PHL";2011-12-01 11:25:00;;;2011-12-01 12:53:00;;
"airtravelcenter";"CO-1054-IAH-EWR";2011-12-01 21:05:00;;;2011-12-02 01:18:00;;
"airtravelcenter";"CO-4798-EWR-MDT";;2011-12-01 12:33:00;;;2011-12-01 13:08:00;
"airtravelcenter";"AA-10-LAX-JFK";;2011-12-01 21:37:00;;;2011-12-02 05:15:00;
"airtravelcenter";"CO-4144-IAH-MEM";2011-12-01 13:10:00;;;2011-12-01 14:42:00;;
"airtravelcenter";"CO-1630-CLE-BOS";2011-12-01 15:30:00;;;2011-12-01 17:18:00;;
"airtravelcenter";"AA-1664-MIA-ATL";;2011-12-01 10:19:00;;;2011-12-01 11:50:00;
"airtravelcenter";"AA-2147-MIA-CUN";;2011-12-01 22:02:00;;;2011-12-01 22:28:00;
"airtravelcenter";"AA-2281-SDF-DFW";;2011-12-01 07:00:00;;;2011-12-01 07:57:00;
"airtravelcenter";"UA-1070-EWR-BOG";2011-12-01 16:30:00;;;2011-12-01 22:27:00;;
"airtravelcenter";"AA-1607-DFW-PHX";;2011-12-01 15:31:00;;;2011-12-01 16:44:00;
"airtravelcenter";"AA-3549-MIA-CVG";;2011-12-01 21:36:00;;;2011-12-01 23:54:00;
"airtravelcenter";"UA-5850-CLE-IAD";2011-12-01 14:22:00;;;2011-12-01 15:40:00;;
"airtravelcenter";"UA-31-BOS-EWR";;2011-12-01 20:01:00;;;2011-12-01 20:45:00;
